time(s)	,         LorenzX	,          LorenzY		,          LorenzZ		
16.5	,	[7.99 9.05]	,	[ 7.99  9.05 24.87]	,	[ 7.99  9.05 24.87]
16.51	,	[8.09 9.21]	,	[ 8.09  9.21 24.93]	,	[ 8.09  9.21 24.93]
16.52	,	[8.2  9.37]	,	[ 8.2   9.37 25.01]	,	[ 8.2   9.37 25.01]
16.53	,	[8.32 9.52]	,	[ 8.32  9.52 25.11]	,	[ 8.32  9.52 25.11]
16.54	,	[8.44 9.66]	,	[ 8.44  9.66 25.23]	,	[ 8.44  9.66 25.23]
16.55	,	[8.56 9.8 ]	,	[ 8.56  9.8  25.38]	,	[ 8.56  9.8  25.38]
16.56	,	[8.69 9.93]	,	[ 8.69  9.93 25.54]	,	[ 8.69  9.93 25.54]
16.57	,	[ 8.81 10.04]	,	[ 8.81 10.04 25.72]	,	[ 8.81 10.04 25.72]
16.58	,	[ 8.93 10.14]	,	[ 8.93 10.14 25.92]	,	[ 8.93 10.14 25.92]
16.59	,	[ 9.05 10.23]	,	[ 9.05 10.23 26.13]	,	[ 9.05 10.23 26.13]
16.6	,	[ 9.17 10.29]	,	[ 9.17 10.29 26.36]	,	[ 9.17 10.29 26.36]
16.61	,	[ 9.28 10.34]	,	[ 9.28 10.34 26.6 ]	,	[ 9.28 10.34 26.6 ]
16.62	,	[ 9.39 10.37]	,	[ 9.39 10.37 26.85]	,	[ 9.39 10.37 26.85]
16.63	,	[ 9.49 10.37]	,	[ 9.49 10.37 27.11]	,	[ 9.49 10.37 27.11]
16.64	,	[ 9.58 10.35]	,	[ 9.58 10.35 27.37]	,	[ 9.58 10.35 27.37]
16.65	,	[ 9.65 10.31]	,	[ 9.65 10.31 27.63]	,	[ 9.65 10.31 27.63]
16.66	,	[ 9.72 10.24]	,	[ 9.72 10.24 27.89]	,	[ 9.72 10.24 27.89]
16.67	,	[ 9.77 10.15]	,	[ 9.77 10.15 28.14]	,	[ 9.77 10.15 28.14]
16.68	,	[ 9.81 10.03]	,	[ 9.81 10.03 28.38]	,	[ 9.81 10.03 28.38]
16.69	,	[9.83 9.89]	,	[ 9.83  9.89 28.61]	,	[ 9.83  9.89 28.61]
16.7	,	[9.84 9.74]	,	[ 9.84  9.74 28.82]	,	[ 9.84  9.74 28.82]
16.71	,	[9.83 9.56]	,	[ 9.83  9.56 29.01]	,	[ 9.83  9.56 29.01]
16.72	,	[9.8  9.36]	,	[ 9.8   9.36 29.17]	,	[ 9.8   9.36 29.17]
16.73	,	[9.76 9.15]	,	[ 9.76  9.15 29.31]	,	[ 9.76  9.15 29.31]
16.74	,	[9.7  8.93]	,	[ 9.7   8.93 29.43]	,	[ 9.7   8.93 29.43]
16.75	,	[9.62 8.71]	,	[ 9.62  8.71 29.51]	,	[ 9.62  8.71 29.51]
16.76	,	[9.53 8.48]	,	[ 9.53  8.48 29.56]	,	[ 9.53  8.48 29.56]
16.77	,	[9.42 8.24]	,	[ 9.42  8.24 29.58]	,	[ 9.42  8.24 29.58]
16.78	,	[9.31 8.01]	,	[ 9.31  8.01 29.57]	,	[ 9.31  8.01 29.57]
16.79	,	[9.18 7.78]	,	[ 9.18  7.78 29.52]	,	[ 9.18  7.78 29.52]
16.8	,	[9.04 7.57]	,	[ 9.04  7.57 29.45]	,	[ 9.04  7.57 29.45]
16.81	,	[8.89 7.36]	,	[ 8.89  7.36 29.35]	,	[ 8.89  7.36 29.35]
16.82	,	[8.74 7.17]	,	[ 8.74  7.17 29.22]	,	[ 8.74  7.17 29.22]
16.83	,	[8.58 6.99]	,	[ 8.58  6.99 29.07]	,	[ 8.58  6.99 29.07]
16.84	,	[8.42 6.83]	,	[ 8.42  6.83 28.89]	,	[ 8.42  6.83 28.89]
16.85	,	[8.26 6.68]	,	[ 8.26  6.68 28.7 ]	,	[ 8.26  6.68 28.7 ]
16.86	,	[8.1  6.56]	,	[ 8.1   6.56 28.48]	,	[ 8.1   6.56 28.48]
16.87	,	[7.95 6.46]	,	[ 7.95  6.46 28.25]	,	[ 7.95  6.46 28.25]
16.88	,	[7.8  6.37]	,	[ 7.8   6.37 28.01]	,	[ 7.8   6.37 28.01]
16.89	,	[7.66 6.31]	,	[ 7.66  6.31 27.76]	,	[ 7.66  6.31 27.76]
16.9	,	[7.52 6.26]	,	[ 7.52  6.26 27.51]	,	[ 7.52  6.26 27.51]
16.91	,	[7.4  6.24]	,	[ 7.4   6.24 27.24]	,	[ 7.4   6.24 27.24]
16.92	,	[7.28 6.23]	,	[ 7.28  6.23 26.98]	,	[ 7.28  6.23 26.98]
16.93	,	[7.17 6.24]	,	[ 7.17  6.24 26.71]	,	[ 7.17  6.24 26.71]
16.94	,	[7.08 6.27]	,	[ 7.08  6.27 26.45]	,	[ 7.08  6.27 26.45]
16.95	,	[7.   6.32]	,	[ 7.    6.32 26.19]	,	[ 7.    6.32 26.19]
16.96	,	[6.93 6.38]	,	[ 6.93  6.38 25.93]	,	[ 6.93  6.38 25.93]
16.97	,	[6.88 6.46]	,	[ 6.88  6.46 25.68]	,	[ 6.88  6.46 25.68]
16.98	,	[6.84 6.56]	,	[ 6.84  6.56 25.44]	,	[ 6.84  6.56 25.44]
16.99	,	[6.81 6.67]	,	[ 6.81  6.67 25.21]	,	[ 6.81  6.67 25.21]
17.0	,	[6.79 6.79]	,	[ 6.79  6.79 24.99]	,	[ 6.79  6.79 24.99]
17.01	,	[6.79 6.92]	,	[ 6.79  6.92 24.79]	,	[ 6.79  6.92 24.79]
17.02	,	[6.81 7.07]	,	[ 6.81  7.07 24.6 ]	,	[ 6.81  7.07 24.6 ]
17.03	,	[6.83 7.23]	,	[ 6.83  7.23 24.42]	,	[ 6.83  7.23 24.42]
17.04	,	[6.87 7.41]	,	[ 6.87  7.41 24.27]	,	[ 6.87  7.41 24.27]
17.05	,	[6.93 7.59]	,	[ 6.93  7.59 24.13]	,	[ 6.93  7.59 24.13]
17.06	,	[6.99 7.78]	,	[ 6.99  7.78 24.01]	,	[ 6.99  7.78 24.01]
17.07	,	[7.07 7.98]	,	[ 7.07  7.98 23.91]	,	[ 7.07  7.98 23.91]
17.08	,	[7.16 8.19]	,	[ 7.16  8.19 23.84]	,	[ 7.16  8.19 23.84]
17.09	,	[7.27 8.41]	,	[ 7.27  8.41 23.79]	,	[ 7.27  8.41 23.79]
17.1	,	[7.38 8.63]	,	[ 7.38  8.63 23.77]	,	[ 7.38  8.63 23.77]
17.11	,	[7.5  8.86]	,	[ 7.5   8.86 23.77]	,	[ 7.5   8.86 23.77]
17.12	,	[7.64 9.08]	,	[ 7.64  9.08 23.8 ]	,	[ 7.64  9.08 23.8 ]
17.13	,	[7.78 9.31]	,	[ 7.78  9.31 23.86]	,	[ 7.78  9.31 23.86]
17.14	,	[7.94 9.54]	,	[ 7.94  9.54 23.95]	,	[ 7.94  9.54 23.95]
17.15	,	[8.1  9.77]	,	[ 8.1   9.77 24.07]	,	[ 8.1   9.77 24.07]
17.16	,	[8.27 9.99]	,	[ 8.27  9.99 24.22]	,	[ 8.27  9.99 24.22]
17.17	,	[ 8.44 10.2 ]	,	[ 8.44 10.2  24.4 ]	,	[ 8.44 10.2  24.4 ]
17.18	,	[ 8.61 10.41]	,	[ 8.61 10.41 24.61]	,	[ 8.61 10.41 24.61]
17.19	,	[ 8.79 10.59]	,	[ 8.79 10.59 24.85]	,	[ 8.79 10.59 24.85]
17.2	,	[ 8.97 10.76]	,	[ 8.97 10.76 25.12]	,	[ 8.97 10.76 25.12]
17.21	,	[ 9.15 10.92]	,	[ 9.15 10.92 25.41]	,	[ 9.15 10.92 25.41]
17.22	,	[ 9.33 11.04]	,	[ 9.33 11.04 25.73]	,	[ 9.33 11.04 25.73]
17.23	,	[ 9.5  11.14]	,	[ 9.5  11.14 26.08]	,	[ 9.5  11.14 26.08]
17.24	,	[ 9.66 11.22]	,	[ 9.66 11.22 26.44]	,	[ 9.66 11.22 26.44]
17.25	,	[ 9.82 11.25]	,	[ 9.82 11.25 26.82]	,	[ 9.82 11.25 26.82]
17.26	,	[ 9.96 11.26]	,	[ 9.96 11.26 27.21]	,	[ 9.96 11.26 27.21]
17.27	,	[10.09 11.22]	,	[10.09 11.22 27.61]	,	[10.09 11.22 27.61]
17.28	,	[10.21 11.15]	,	[10.21 11.15 28.  ]	,	[10.21 11.15 28.  ]
17.29	,	[10.3  11.04]	,	[10.3  11.04 28.39]	,	[10.3  11.04 28.39]
17.3	,	[10.37 10.89]	,	[10.37 10.89 28.77]	,	[10.37 10.89 28.77]
17.31	,	[10.43 10.7 ]	,	[10.43 10.7  29.14]	,	[10.43 10.7  29.14]
17.32	,	[10.45 10.47]	,	[10.45 10.47 29.47]	,	[10.45 10.47 29.47]
17.33	,	[10.45 10.21]	,	[10.45 10.21 29.78]	,	[10.45 10.21 29.78]
17.34	,	[10.43  9.93]	,	[10.43  9.93 30.06]	,	[10.43  9.93 30.06]
17.35	,	[10.38  9.61]	,	[10.38  9.61 30.29]	,	[10.38  9.61 30.29]
17.36	,	[10.3   9.28]	,	[10.3   9.28 30.48]	,	[10.3   9.28 30.48]
17.37	,	[10.2   8.93]	,	[10.2   8.93 30.62]	,	[10.2   8.93 30.62]
17.38	,	[10.07  8.57]	,	[10.07  8.57 30.72]	,	[10.07  8.57 30.72]
17.39	,	[9.92 8.21]	,	[ 9.92  8.21 30.76]	,	[ 9.92  8.21 30.76]
17.4	,	[9.75 7.86]	,	[ 9.75  7.86 30.76]	,	[ 9.75  7.86 30.76]
17.41	,	[9.56 7.51]	,	[ 9.56  7.51 30.7 ]	,	[ 9.56  7.51 30.7 ]
17.42	,	[9.36 7.18]	,	[ 9.36  7.18 30.6 ]	,	[ 9.36  7.18 30.6 ]
17.43	,	[9.14 6.86]	,	[ 9.14  6.86 30.46]	,	[ 9.14  6.86 30.46]
17.44	,	[8.91 6.57]	,	[ 8.91  6.57 30.27]	,	[ 8.91  6.57 30.27]
17.45	,	[8.68 6.3 ]	,	[ 8.68  6.3  30.05]	,	[ 8.68  6.3  30.05]
17.46	,	[8.44 6.06]	,	[ 8.44  6.06 29.8 ]	,	[ 8.44  6.06 29.8 ]
17.47	,	[8.2  5.85]	,	[ 8.2   5.85 29.51]	,	[ 8.2   5.85 29.51]
17.48	,	[7.97 5.66]	,	[ 7.97  5.66 29.2 ]	,	[ 7.97  5.66 29.2 ]
17.49	,	[7.74 5.51]	,	[ 7.74  5.51 28.88]	,	[ 7.74  5.51 28.88]
17.5	,	[7.51 5.39]	,	[ 7.51  5.39 28.53]	,	[ 7.51  5.39 28.53]
17.51	,	[7.3  5.29]	,	[ 7.3   5.29 28.18]	,	[ 7.3   5.29 28.18]
17.52	,	[7.1  5.23]	,	[ 7.1   5.23 27.81]	,	[ 7.1   5.23 27.81]
17.53	,	[6.91 5.19]	,	[ 6.91  5.19 27.44]	,	[ 6.91  5.19 27.44]
17.54	,	[6.74 5.18]	,	[ 6.74  5.18 27.07]	,	[ 6.74  5.18 27.07]
17.55	,	[6.58 5.19]	,	[ 6.58  5.19 26.7 ]	,	[ 6.58  5.19 26.7 ]
17.56	,	[6.44 5.22]	,	[ 6.44  5.22 26.33]	,	[ 6.44  5.22 26.33]
17.57	,	[6.32 5.28]	,	[ 6.32  5.28 25.96]	,	[ 6.32  5.28 25.96]
17.58	,	[6.22 5.35]	,	[ 6.22  5.35 25.6 ]	,	[ 6.22  5.35 25.6 ]
17.59	,	[6.13 5.45]	,	[ 6.13  5.45 25.25]	,	[ 6.13  5.45 25.25]
17.6	,	[6.06 5.56]	,	[ 6.06  5.56 24.91]	,	[ 6.06  5.56 24.91]
17.61	,	[6.01 5.69]	,	[ 6.01  5.69 24.58]	,	[ 6.01  5.69 24.58]
17.62	,	[5.98 5.84]	,	[ 5.98  5.84 24.27]	,	[ 5.98  5.84 24.27]
17.63	,	[5.97 6.01]	,	[ 5.97  6.01 23.97]	,	[ 5.97  6.01 23.97]
17.64	,	[5.97 6.19]	,	[ 5.97  6.19 23.69]	,	[ 5.97  6.19 23.69]
17.65	,	[5.99 6.38]	,	[ 5.99  6.38 23.43]	,	[ 5.99  6.38 23.43]
17.66	,	[6.03 6.59]	,	[ 6.03  6.59 23.19]	,	[ 6.03  6.59 23.19]
17.67	,	[6.09 6.82]	,	[ 6.09  6.82 22.97]	,	[ 6.09  6.82 22.97]
17.68	,	[6.16 7.05]	,	[ 6.16  7.05 22.77]	,	[ 6.16  7.05 22.77]
17.69	,	[6.25 7.31]	,	[ 6.25  7.31 22.6 ]	,	[ 6.25  7.31 22.6 ]
17.7	,	[6.36 7.57]	,	[ 6.36  7.57 22.45]	,	[ 6.36  7.57 22.45]
17.71	,	[6.48 7.85]	,	[ 6.48  7.85 22.33]	,	[ 6.48  7.85 22.33]
17.72	,	[6.61 8.14]	,	[ 6.61  8.14 22.25]	,	[ 6.61  8.14 22.25]
17.73	,	[6.77 8.44]	,	[ 6.77  8.44 22.19]	,	[ 6.77  8.44 22.19]
17.74	,	[6.93 8.74]	,	[ 6.93  8.74 22.17]	,	[ 6.93  8.74 22.17]
17.75	,	[7.11 9.06]	,	[ 7.11  9.06 22.19]	,	[ 7.11  9.06 22.19]
17.76	,	[7.31 9.38]	,	[ 7.31  9.38 22.24]	,	[ 7.31  9.38 22.24]
17.77	,	[7.52 9.71]	,	[ 7.52  9.71 22.33]	,	[ 7.52  9.71 22.33]
17.78	,	[ 7.74 10.04]	,	[ 7.74 10.04 22.47]	,	[ 7.74 10.04 22.47]
17.79	,	[ 7.97 10.37]	,	[ 7.97 10.37 22.64]	,	[ 7.97 10.37 22.64]
17.8	,	[ 8.21 10.69]	,	[ 8.21 10.69 22.87]	,	[ 8.21 10.69 22.87]
17.81	,	[ 8.46 11.01]	,	[ 8.46 11.01 23.13]	,	[ 8.46 11.01 23.13]
17.82	,	[ 8.71 11.31]	,	[ 8.71 11.31 23.45]	,	[ 8.71 11.31 23.45]
17.83	,	[ 8.97 11.59]	,	[ 8.97 11.59 23.81]	,	[ 8.97 11.59 23.81]
17.84	,	[ 9.23 11.85]	,	[ 9.23 11.85 24.21]	,	[ 9.23 11.85 24.21]
17.85	,	[ 9.49 12.08]	,	[ 9.49 12.08 24.66]	,	[ 9.49 12.08 24.66]
17.86	,	[ 9.75 12.28]	,	[ 9.75 12.28 25.15]	,	[ 9.75 12.28 25.15]
17.87	,	[10.01 12.43]	,	[10.01 12.43 25.68]	,	[10.01 12.43 25.68]
17.88	,	[10.25 12.54]	,	[10.25 12.54 26.24]	,	[10.25 12.54 26.24]
17.89	,	[10.48 12.6 ]	,	[10.48 12.6  26.82]	,	[10.48 12.6  26.82]
17.9	,	[10.69 12.59]	,	[10.69 12.59 27.43]	,	[10.69 12.59 27.43]
17.91	,	[10.88 12.53]	,	[10.88 12.53 28.04]	,	[10.88 12.53 28.04]
17.92	,	[11.04 12.4 ]	,	[11.04 12.4  28.66]	,	[11.04 12.4  28.66]
17.93	,	[11.18 12.2 ]	,	[11.18 12.2  29.26]	,	[11.18 12.2  29.26]
17.94	,	[11.28 11.94]	,	[11.28 11.94 29.85]	,	[11.28 11.94 29.85]
17.95	,	[11.35 11.61]	,	[11.35 11.61 30.4 ]	,	[11.35 11.61 30.4 ]
17.96	,	[11.37 11.22]	,	[11.37 11.22 30.9 ]	,	[11.37 11.22 30.9 ]
17.97	,	[11.36 10.78]	,	[11.36 10.78 31.36]	,	[11.36 10.78 31.36]
17.98	,	[11.3  10.29]	,	[11.3  10.29 31.75]	,	[11.3  10.29 31.75]
17.99	,	[11.2   9.77]	,	[11.2   9.77 32.06]	,	[11.2   9.77 32.06]
18.0	,	[11.06  9.21]	,	[11.06  9.21 32.3 ]	,	[11.06  9.21 32.3 ]
18.01	,	[10.87  8.65]	,	[10.87  8.65 32.46]	,	[10.87  8.65 32.46]
18.02	,	[10.65  8.07]	,	[10.65  8.07 32.53]	,	[10.65  8.07 32.53]
18.03	,	[10.39  7.51]	,	[10.39  7.51 32.53]	,	[10.39  7.51 32.53]
18.04	,	[10.1   6.97]	,	[10.1   6.97 32.44]	,	[10.1   6.97 32.44]
18.05	,	[9.79 6.45]	,	[ 9.79  6.45 32.28]	,	[ 9.79  6.45 32.28]
18.06	,	[9.46 5.96]	,	[ 9.46  5.96 32.05]	,	[ 9.46  5.96 32.05]
18.07	,	[9.11 5.52]	,	[ 9.11  5.52 31.76]	,	[ 9.11  5.52 31.76]
18.08	,	[8.75 5.12]	,	[ 8.75  5.12 31.41]	,	[ 8.75  5.12 31.41]
18.09	,	[8.39 4.77]	,	[ 8.39  4.77 31.02]	,	[ 8.39  4.77 31.02]
18.1	,	[8.03 4.47]	,	[ 8.03  4.47 30.6 ]	,	[ 8.03  4.47 30.6 ]
18.11	,	[7.67 4.22]	,	[ 7.67  4.22 30.14]	,	[ 7.67  4.22 30.14]
18.12	,	[7.32 4.01]	,	[ 7.32  4.01 29.66]	,	[ 7.32  4.01 29.66]
18.13	,	[6.99 3.85]	,	[ 6.99  3.85 29.16]	,	[ 6.99  3.85 29.16]
18.14	,	[6.68 3.73]	,	[ 6.68  3.73 28.66]	,	[ 6.68  3.73 28.66]
18.15	,	[6.38 3.65]	,	[ 6.38  3.65 28.14]	,	[ 6.38  3.65 28.14]
18.16	,	[6.11 3.6 ]	,	[ 6.11  3.6  27.62]	,	[ 6.11  3.6  27.62]
18.17	,	[5.86 3.59]	,	[ 5.86  3.59 27.11]	,	[ 5.86  3.59 27.11]
18.18	,	[5.63 3.61]	,	[ 5.63  3.61 26.59]	,	[ 5.63  3.61 26.59]
18.19	,	[5.43 3.65]	,	[ 5.43  3.65 26.09]	,	[ 5.43  3.65 26.09]
18.2	,	[5.25 3.72]	,	[ 5.25  3.72 25.59]	,	[ 5.25  3.72 25.59]
18.21	,	[5.1  3.81]	,	[ 5.1   3.81 25.1 ]	,	[ 5.1   3.81 25.1 ]
18.22	,	[4.97 3.92]	,	[ 4.97  3.92 24.63]	,	[ 4.97  3.92 24.63]
18.23	,	[4.87 4.05]	,	[ 4.87  4.05 24.17]	,	[ 4.87  4.05 24.17]
18.24	,	[4.78 4.19]	,	[ 4.78  4.19 23.72]	,	[ 4.78  4.19 23.72]
18.25	,	[4.72 4.36]	,	[ 4.72  4.36 23.29]	,	[ 4.72  4.36 23.29]
18.26	,	[4.69 4.53]	,	[ 4.69  4.53 22.87]	,	[ 4.69  4.53 22.87]
18.27	,	[4.67 4.73]	,	[ 4.67  4.73 22.47]	,	[ 4.67  4.73 22.47]
18.28	,	[4.68 4.94]	,	[ 4.68  4.94 22.1 ]	,	[ 4.68  4.94 22.1 ]
18.29	,	[4.7  5.17]	,	[ 4.7   5.17 21.74]	,	[ 4.7   5.17 21.74]
18.3	,	[4.75 5.41]	,	[ 4.75  5.41 21.4 ]	,	[ 4.75  5.41 21.4 ]
18.31	,	[4.82 5.67]	,	[ 4.82  5.67 21.09]	,	[ 4.82  5.67 21.09]
18.32	,	[4.9  5.95]	,	[ 4.9   5.95 20.8 ]	,	[ 4.9   5.95 20.8 ]
18.33	,	[5.01 6.24]	,	[ 5.01  6.24 20.54]	,	[ 5.01  6.24 20.54]
18.34	,	[5.13 6.55]	,	[ 5.13  6.55 20.3 ]	,	[ 5.13  6.55 20.3 ]
18.35	,	[5.27 6.88]	,	[ 5.27  6.88 20.09]	,	[ 5.27  6.88 20.09]
18.36	,	[5.43 7.23]	,	[ 5.43  7.23 19.92]	,	[ 5.43  7.23 19.92]
18.37	,	[5.61 7.59]	,	[ 5.61  7.59 19.78]	,	[ 5.61  7.59 19.78]
18.38	,	[5.81 7.98]	,	[ 5.81  7.98 19.68]	,	[ 5.81  7.98 19.68]
18.39	,	[6.03 8.38]	,	[ 6.03  8.38 19.62]	,	[ 6.03  8.38 19.62]
18.4	,	[6.26 8.8 ]	,	[ 6.26  8.8  19.6 ]	,	[ 6.26  8.8  19.6 ]
18.41	,	[6.52 9.24]	,	[ 6.52  9.24 19.63]	,	[ 6.52  9.24 19.63]
18.42	,	[6.79 9.69]	,	[ 6.79  9.69 19.71]	,	[ 6.79  9.69 19.71]
18.43	,	[ 7.08 10.16]	,	[ 7.08 10.16 19.84]	,	[ 7.08 10.16 19.84]
18.44	,	[ 7.39 10.64]	,	[ 7.39 10.64 20.03]	,	[ 7.39 10.64 20.03]
18.45	,	[ 7.71 11.12]	,	[ 7.71 11.12 20.28]	,	[ 7.71 11.12 20.28]
18.46	,	[ 8.05 11.6 ]	,	[ 8.05 11.6  20.6 ]	,	[ 8.05 11.6  20.6 ]
18.47	,	[ 8.41 12.08]	,	[ 8.41 12.08 20.99]	,	[ 8.41 12.08 20.99]
18.48	,	[ 8.78 12.55]	,	[ 8.78 12.55 21.44]	,	[ 8.78 12.55 21.44]
18.49	,	[ 9.15 13.  ]	,	[ 9.15 13.   21.97]	,	[ 9.15 13.   21.97]
18.5	,	[ 9.54 13.42]	,	[ 9.54 13.42 22.58]	,	[ 9.54 13.42 22.58]
18.51	,	[ 9.93 13.81]	,	[ 9.93 13.81 23.25]	,	[ 9.93 13.81 23.25]
18.52	,	[10.31 14.14]	,	[10.31 14.14 24.  ]	,	[10.31 14.14 24.  ]
18.53	,	[10.7  14.41]	,	[10.7  14.41 24.82]	,	[10.7  14.41 24.82]
18.54	,	[11.07 14.61]	,	[11.07 14.61 25.7 ]	,	[11.07 14.61 25.7 ]
18.55	,	[11.42 14.71]	,	[11.42 14.71 26.63]	,	[11.42 14.71 26.63]
18.56	,	[11.75 14.72]	,	[11.75 14.72 27.6 ]	,	[11.75 14.72 27.6 ]
18.57	,	[12.05 14.62]	,	[12.05 14.62 28.6 ]	,	[12.05 14.62 28.6 ]
18.58	,	[12.31 14.4 ]	,	[12.31 14.4  29.6 ]	,	[12.31 14.4  29.6 ]
18.59	,	[12.52 14.06]	,	[12.52 14.06 30.58]	,	[12.52 14.06 30.58]
18.6	,	[12.67 13.6 ]	,	[12.67 13.6  31.53]	,	[12.67 13.6  31.53]
18.61	,	[12.76 13.02]	,	[12.76 13.02 32.41]	,	[12.76 13.02 32.41]
18.62	,	[12.79 12.32]	,	[12.79 12.32 33.21]	,	[12.79 12.32 33.21]
18.63	,	[12.74 11.54]	,	[12.74 11.54 33.9 ]	,	[12.74 11.54 33.9 ]
18.64	,	[12.62 10.67]	,	[12.62 10.67 34.46]	,	[12.62 10.67 34.46]
18.65	,	[12.43  9.75]	,	[12.43  9.75 34.89]	,	[12.43  9.75 34.89]
18.66	,	[12.16  8.79]	,	[12.16  8.79 35.17]	,	[12.16  8.79 35.17]
18.67	,	[11.82  7.83]	,	[11.82  7.83 35.3 ]	,	[11.82  7.83 35.3 ]
18.68	,	[11.42  6.89]	,	[11.42  6.89 35.29]	,	[11.42  6.89 35.29]
18.69	,	[10.97  5.99]	,	[10.97  5.99 35.13]	,	[10.97  5.99 35.13]
18.7	,	[10.47  5.15]	,	[10.47  5.15 34.85]	,	[10.47  5.15 34.85]
18.71	,	[9.94 4.38]	,	[ 9.94  4.38 34.46]	,	[ 9.94  4.38 34.46]
18.72	,	[9.38 3.69]	,	[ 9.38  3.69 33.98]	,	[ 9.38  3.69 33.98]
18.73	,	[8.81 3.09]	,	[ 8.81  3.09 33.42]	,	[ 8.81  3.09 33.42]
18.74	,	[8.24 2.59]	,	[ 8.24  2.59 32.8 ]	,	[ 8.24  2.59 32.8 ]
18.75	,	[7.68 2.16]	,	[ 7.68  2.16 32.14]	,	[ 7.68  2.16 32.14]
18.76	,	[7.13 1.83]	,	[ 7.13  1.83 31.45]	,	[ 7.13  1.83 31.45]
18.77	,	[6.6  1.56]	,	[ 6.6   1.56 30.74]	,	[ 6.6   1.56 30.74]
18.78	,	[6.09 1.36]	,	[ 6.09  1.36 30.02]	,	[ 6.09  1.36 30.02]
18.79	,	[5.62 1.23]	,	[ 5.62  1.23 29.31]	,	[ 5.62  1.23 29.31]
18.8	,	[5.18 1.14]	,	[ 5.18  1.14 28.59]	,	[ 5.18  1.14 28.59]
18.81	,	[4.78 1.1 ]	,	[ 4.78  1.1  27.89]	,	[ 4.78  1.1  27.89]
18.82	,	[4.41 1.09]	,	[ 4.41  1.09 27.2 ]	,	[ 4.41  1.09 27.2 ]
18.83	,	[4.08 1.12]	,	[ 4.08  1.12 26.52]	,	[ 4.08  1.12 26.52]
18.84	,	[3.78 1.17]	,	[ 3.78  1.17 25.86]	,	[ 3.78  1.17 25.86]
18.85	,	[3.52 1.24]	,	[ 3.52  1.24 25.21]	,	[ 3.52  1.24 25.21]
18.86	,	[3.29 1.32]	,	[ 3.29  1.32 24.59]	,	[ 3.29  1.32 24.59]
18.87	,	[3.1  1.42]	,	[ 3.1   1.42 23.97]	,	[ 3.1   1.42 23.97]
18.88	,	[2.93 1.53]	,	[ 2.93  1.53 23.38]	,	[ 2.93  1.53 23.38]
18.89	,	[2.79 1.65]	,	[ 2.79  1.65 22.8 ]	,	[ 2.79  1.65 22.8 ]
18.9	,	[2.67 1.78]	,	[ 2.67  1.78 22.24]	,	[ 2.67  1.78 22.24]
18.91	,	[2.59 1.92]	,	[ 2.59  1.92 21.69]	,	[ 2.59  1.92 21.69]
18.92	,	[2.52 2.06]	,	[ 2.52  2.06 21.16]	,	[ 2.52  2.06 21.16]
18.93	,	[2.47 2.21]	,	[ 2.47  2.21 20.65]	,	[ 2.47  2.21 20.65]
18.94	,	[2.45 2.37]	,	[ 2.45  2.37 20.16]	,	[ 2.45  2.37 20.16]
18.95	,	[2.44 2.54]	,	[ 2.44  2.54 19.68]	,	[ 2.44  2.54 19.68]
18.96	,	[2.45 2.72]	,	[ 2.45  2.72 19.21]	,	[ 2.45  2.72 19.21]
18.97	,	[2.48 2.91]	,	[ 2.48  2.91 18.77]	,	[ 2.48  2.91 18.77]
18.98	,	[2.52 3.11]	,	[ 2.52  3.11 18.34]	,	[ 2.52  3.11 18.34]
18.99	,	[2.58 3.32]	,	[ 2.58  3.32 17.93]	,	[ 2.58  3.32 17.93]
19.0	,	[2.65 3.54]	,	[ 2.65  3.54 17.54]	,	[ 2.65  3.54 17.54]
19.01	,	[2.74 3.79]	,	[ 2.74  3.79 17.16]	,	[ 2.74  3.79 17.16]
19.02	,	[2.85 4.05]	,	[ 2.85  4.05 16.81]	,	[ 2.85  4.05 16.81]
19.03	,	[2.97 4.32]	,	[ 2.97  4.32 16.47]	,	[ 2.97  4.32 16.47]
19.04	,	[3.1  4.62]	,	[ 3.1   4.62 16.16]	,	[ 3.1   4.62 16.16]
19.05	,	[3.25 4.94]	,	[ 3.25  4.94 15.88]	,	[ 3.25  4.94 15.88]
19.06	,	[3.42 5.29]	,	[ 3.42  5.29 15.61]	,	[ 3.42  5.29 15.61]
19.07	,	[3.61 5.66]	,	[ 3.61  5.66 15.38]	,	[ 3.61  5.66 15.38]
19.08	,	[3.81 6.06]	,	[ 3.81  6.06 15.17]	,	[ 3.81  6.06 15.17]
19.09	,	[4.04 6.49]	,	[ 4.04  6.49 15.  ]	,	[ 4.04  6.49 15.  ]
19.1	,	[4.28 6.95]	,	[ 4.28  6.95 14.86]	,	[ 4.28  6.95 14.86]
19.11	,	[4.55 7.44]	,	[ 4.55  7.44 14.76]	,	[ 4.55  7.44 14.76]
19.12	,	[4.84 7.97]	,	[ 4.84  7.97 14.71]	,	[ 4.84  7.97 14.71]
19.13	,	[5.15 8.53]	,	[ 5.15  8.53 14.7 ]	,	[ 5.15  8.53 14.7 ]
19.14	,	[5.49 9.13]	,	[ 5.49  9.13 14.75]	,	[ 5.49  9.13 14.75]
19.15	,	[5.85 9.77]	,	[ 5.85  9.77 14.86]	,	[ 5.85  9.77 14.86]
19.16	,	[ 6.25 10.44]	,	[ 6.25 10.44 15.03]	,	[ 6.25 10.44 15.03]
